Day,Ad,Campaign type,Campaign,Impressions,Clicks,Cost,Video played to 100%,Views,Gmail clicks to website
02/25/2018,Lauren_15s,Video,FY2018_YouTube,"1,297",0,36.45,25.58%,328,0
02/25/2018,Lauren_30s,Video,FY2018_YouTube,171,0,4.7,27.06%,47,0
02/26/2018,Nate_30s,Video,FY2018_YouTube,200,0,5.53,32.00%,63,0
02/26/2018,Veronica_30s,Video,FY2018_YouTube,45,0,0.92,22.22%,10,0
02/26/2018,Lauren_15s,Video,FY2018_YouTube,"1,302",0,37,24.73%,322,0
02/26/2018,Lauren_30s,Video,FY2018_YouTube,170,0,7.5,32.35%,55,0
02/27/2018,Nate_30s,Video,FY2018_YouTube,197,0,7.97,25.25%,51,0
02/27/2018,Veronica_30s,Video,FY2018_YouTube,28,0,0.72,21.43%,6,0
02/27/2018,Lauren_15s,Video,FY2018_YouTube,"1,174",0,35.97,23.55%,277,0
02/27/2018,Lauren_30s,Video,FY2018_YouTube,169,0,5.62,29.59%,50,0
02/28/2018,Nate_30s,Video,FY2018_YouTube,147,0,10.42,34.48%,51,0
02/28/2018,Veronica_30s,Video,FY2018_YouTube,48,0,1.17,25.00%,12,0
02/28/2018,Lauren_15s,Video,FY2018_YouTube,"1,097",0,33.5,24.64%,269,0
02/28/2018,Lauren_30s,Video,FY2018_YouTube,106,0,4.91,39.05%,40,0
03/01/2018,Nate_30s,Video,FY2018_YouTube,177,0,5.24,31.82%,57,0
03/01/2018,Veronica_30s,Video,FY2018_YouTube,51,0,2.38,23.53%,12,0
03/01/2018,Lauren_15s,Video,FY2018_YouTube,"1,277",0,36.09,24.39%,308,0
03/01/2018,Lauren_30s,Video,FY2018_YouTube,177,0,7.76,30.34%,54,0
03/02/2018,Nate_30s,Video,FY2018_YouTube,180,0,5.18,33.33%,61,0
03/02/2018,Veronica_30s,Video,FY2018_YouTube,34,0,1.33,14.71%,5,0
03/02/2018,Lauren_15s,Video,FY2018_YouTube,"1,198",0,39.85,29.22%,351,0
03/02/2018,Lauren_30s,Video,FY2018_YouTube,139,0,4.17,32.61%,46,0
03/03/2018,Nate_30s,Video,FY2018_YouTube,185,0,3.91,28.11%,52,0
03/03/2018,Veronica_30s,Video,FY2018_YouTube,34,0,1.2,23.53%,8,0
03/03/2018,Lauren_15s,Video,FY2018_YouTube,"1,216",0,41.44,26.15%,314,0
03/03/2018,Lauren_30s,Video,FY2018_YouTube,118,0,3.83,33.90%,40,0
03/04/2018,Nate_30s,Video,FY2018_YouTube,236,1,6.32,29.66%,71,0
03/04/2018,Veronica_30s,Video,FY2018_YouTube,44,0,1.52,27.27%,12,0
03/04/2018,Lauren_15s,Video,FY2018_YouTube,"1,595",1,36.18,22.90%,366,0
03/04/2018,Lauren_30s,Video,FY2018_YouTube,206,0,6.27,24.76%,53,0
03/05/2018,Nate_30s,Video,FY2018_YouTube,168,0,7.8,32.14%,56,0
03/05/2018,Veronica_30s,Video,FY2018_YouTube,32,0,0.79,15.62%,6,0
03/05/2018,Lauren_15s,Video,FY2018_YouTube,"1,198",0,39.93,25.48%,305,0
03/05/2018,Lauren_30s,Video,FY2018_YouTube,152,0,3.28,26.32%,40,0
03/06/2018,Nate_30s,Video,FY2018_YouTube,192,0,7.51,31.77%,61,0
03/06/2018,Veronica_30s,Video,FY2018_YouTube,52,0,1.14,15.38%,8,0
03/06/2018,Lauren_15s,Video,FY2018_YouTube,"1,375",0,35.37,25.44%,350,0
03/06/2018,Lauren_30s,Video,FY2018_YouTube,184,0,8.73,32.07%,60,0
03/07/2018,Nate_30s,Video,FY2018_YouTube,175,0,7.66,34.29%,61,0
03/07/2018,Veronica_30s,Video,FY2018_YouTube,42,0,2.2,23.81%,11,0
03/07/2018,Lauren_15s,Video,FY2018_YouTube,"1,257",2,36.29,26.25%,328,0
03/07/2018,Lauren_30s,Video,FY2018_YouTube,139,0,3.77,25.90%,34,0
03/08/2018,Nate_30s,Video,FY2018_YouTube,167,0,5.76,30.72%,49,0
03/08/2018,Veronica_30s,Video,FY2018_YouTube,59,0,2.59,20.34%,12,0
03/08/2018,Lauren_15s,Video,FY2018_YouTube,"1,170",1,38.4,23.83%,281,0
03/08/2018,Lauren_30s,Video,FY2018_YouTube,139,0,4.09,25.90%,35,0
03/09/2018,Nate_30s,Video,FY2018_YouTube,160,0,5.76,26.25%,42,0
03/09/2018,Veronica_30s,Video,FY2018_YouTube,65,0,2.21,20.00%,14,0
03/09/2018,Lauren_15s,Video,FY2018_YouTube,"1,329",0,39.46,24.45%,320,0
03/09/2018,Lauren_30s,Video,FY2018_YouTube,159,0,4.31,31.45%,49,0
03/10/2018,Nate_30s,Video,FY2018_YouTube,206,0,4.32,27.67%,56,0
03/10/2018,Veronica_30s,Video,FY2018_YouTube,64,0,2.43,25.00%,16,0
03/10/2018,Lauren_15s,Video,FY2018_YouTube,"1,496",0,37.25,22.56%,334,0
03/10/2018,Lauren_30s,Video,FY2018_YouTube,230,0,6.05,26.09%,59,0
03/11/2018,Nate_30s,Video,FY2018_YouTube,171,0,5.98,28.24%,50,0
03/11/2018,Veronica_30s,Video,FY2018_YouTube,39,0,1.09,23.08%,9,0
03/11/2018,Lauren_15s,Video,FY2018_YouTube,"1,336",2,37.65,22.81%,304,0
03/11/2018,Lauren_30s,Video,FY2018_YouTube,144,1,4.84,23.78%,34,0
03/12/2018,Nate_30s,Video,FY2018_YouTube,185,0,8.09,29.03%,54,0
03/12/2018,Veronica_30s,Video,FY2018_YouTube,38,0,0.97,13.16%,5,0
03/12/2018,Lauren_15s,Video,FY2018_YouTube,"1,274",0,36.09,23.70%,299,0
03/12/2018,Lauren_30s,Video,FY2018_YouTube,158,0,3.88,30.19%,48,0
03/13/2018,Nate_30s,Video,FY2018_YouTube,188,0,3.31,22.51%,42,0
03/13/2018,Veronica_30s,Video,FY2018_YouTube,44,0,0.5,22.73%,10,0
03/13/2018,Lauren_15s,Video,FY2018_YouTube,"1,555",0,41.97,22.36%,347,0
03/13/2018,Lauren_30s,Video,FY2018_YouTube,166,0,4.57,24.55%,40,0
03/14/2018,Nate_30s,Video,FY2018_YouTube,148,0,5.7,34.46%,50,0
03/14/2018,Veronica_30s,Video,FY2018_YouTube,27,0,1.03,22.22%,6,0
03/14/2018,Lauren_15s,Video,FY2018_YouTube,969,0,36.03,27.19%,262,0
03/14/2018,Lauren_30s,Video,FY2018_YouTube,125,0,7.56,29.03%,36,0
03/15/2018,Nate_30s,Video,FY2018_YouTube,137,0,5.47,37.96%,52,0
03/15/2018,Veronica_30s,Video,FY2018_YouTube,39,0,2.65,45.00%,17,0
03/15/2018,Lauren_15s,Video,FY2018_YouTube,"1,017",0,37.69,24.39%,248,0
03/15/2018,Lauren_30s,Video,FY2018_YouTube,119,1,5.62,31.93%,39,0
03/16/2018,Nate_30s,Video,FY2018_YouTube,237,0,7.22,16.03%,39,0
03/16/2018,Veronica_30s,Video,FY2018_YouTube,40,0,0.93,19.05%,8,0
03/16/2018,Lauren_15s,Video,FY2018_YouTube,"1,381",1,36.7,18.67%,259,0
03/16/2018,Lauren_30s,Video,FY2018_YouTube,224,0,5.93,17.94%,40,0
03/17/2018,Nate_30s,Video,FY2018_YouTube,154,0,10.14,39.35%,61,0
03/17/2018,Veronica_30s,Video,FY2018_YouTube,19,1,0.89,26.32%,6,0
03/17/2018,Lauren_15s,Video,FY2018_YouTube,999,0,36.86,27.87%,279,0
03/17/2018,Lauren_30s,Video,FY2018_YouTube,95,0,2.63,28.42%,27,0
03/18/2018,Nate_30s,Video,FY2018_YouTube,155,0,4.64,32.26%,50,0
03/18/2018,Veronica_30s,Video,FY2018_YouTube,30,1,1.59,20.00%,7,0
03/18/2018,Lauren_15s,Video,FY2018_YouTube,"1,083",0,39.34,23.75%,258,0
03/18/2018,Lauren_30s,Video,FY2018_YouTube,141,0,6.27,26.95%,39,0
03/19/2018,Nate_30s,Video,FY2018_YouTube,158,0,8.96,20.89%,34,0
03/19/2018,Veronica_30s,Video,FY2018_YouTube,31,0,0.13,6.25%,2,0
03/19/2018,Lauren_15s,Video,FY2018_YouTube,"1,152",0,37.63,26.04%,303,0
03/19/2018,Lauren_30s,Video,FY2018_YouTube,128,0,3.53,27.34%,34,0
03/20/2018,Nate_30s,Video,FY2018_YouTube,167,0,3.81,34.34%,58,0
03/20/2018,Veronica_30s,Video,FY2018_YouTube,41,0,4.79,26.83%,12,0
03/20/2018,Lauren_15s,Video,FY2018_YouTube,"1,232",0,34.85,26.03%,316,0
03/20/2018,Lauren_30s,Video,FY2018_YouTube,116,0,6.55,25.86%,30,0
03/21/2018,Nate_30s,Video,FY2018_YouTube,187,0,6.25,29.26%,55,0
03/21/2018,Veronica_30s,Video,FY2018_YouTube,43,0,3.58,18.60%,8,0
03/21/2018,Lauren_15s,Video,FY2018_YouTube,"1,206",0,34.58,24.86%,297,0
03/21/2018,Lauren_30s,Video,FY2018_YouTube,144,0,5.96,24.14%,35,0
03/22/2018,Nate_30s,Video,FY2018_YouTube,157,0,5.48,26.11%,42,0
03/22/2018,Veronica_30s,Video,FY2018_YouTube,36,0,1.26,27.78%,10,0
03/22/2018,Lauren_15s,Video,FY2018_YouTube,"1,154",0,40.59,25.87%,298,0
03/22/2018,Lauren_30s,Video,FY2018_YouTube,119,0,3.52,25.00%,31,0
03/23/2018,Nate_30s,Video,FY2018_YouTube,164,0,3.81,21.34%,34,0
03/23/2018,Veronica_30s,Video,FY2018_YouTube,28,0,0.55,37.14%,11,0
03/23/2018,Lauren_15s,Video,FY2018_YouTube,"1,074",0,40.85,24.42%,260,0
03/23/2018,Lauren_30s,Video,FY2018_YouTube,109,0,4.36,29.09%,32,0
03/24/2018,Nate_30s,Video,FY2018_YouTube,202,0,5.15,17.33%,32,0
03/24/2018,Veronica_30s,Video,FY2018_YouTube,29,0,1.25,34.48%,10,0
03/24/2018,Lauren_15s,Video,FY2018_YouTube,"1,480",1,37.72,18.99%,279,0
03/24/2018,Lauren_30s,Video,FY2018_YouTube,171,0,6.38,19.19%,34,0
03/25/2018,Nate_30s,Video,FY2018_YouTube,147,0,3.2,22.60%,32,0
03/25/2018,Veronica_30s,Video,FY2018_YouTube,36,0,0.35,22.22%,7,0
03/25/2018,Lauren_15s,Video,FY2018_YouTube,"1,344",0,43.47,23.45%,315,0
03/25/2018,Lauren_30s,Video,FY2018_YouTube,147,0,3.77,25.17%,37,0
03/26/2018,Nate_30s,Video,FY2018_YouTube,159,0,4.78,28.93%,46,0
03/26/2018,Veronica_30s,Video,FY2018_YouTube,45,0,0.78,22.22%,10,0
03/26/2018,Lauren_15s,Video,FY2018_YouTube,"1,401",0,39.88,22.68%,317,0
03/26/2018,Lauren_30s,Video,FY2018_YouTube,148,0,4.76,22.97%,34,0
03/27/2018,Nate_30s,Video,FY2018_YouTube,139,0,3.4,28.78%,40,0
03/27/2018,Veronica_30s,Video,FY2018_YouTube,38,0,0.73,28.95%,12,0
03/27/2018,Lauren_15s,Video,FY2018_YouTube,"1,155",0,37.77,25.39%,291,0
03/27/2018,Lauren_30s,Video,FY2018_YouTube,103,0,8.69,33.01%,34,0
03/28/2018,Nate_30s,Video,FY2018_YouTube,130,0,5.37,32.31%,41,0
03/28/2018,Veronica_30s,Video,FY2018_YouTube,55,0,2.23,25.00%,14,0
03/28/2018,Lauren_15s,Video,FY2018_YouTube,"1,091",0,34.72,25.48%,278,0
03/28/2018,Lauren_30s,Video,FY2018_YouTube,97,0,7.88,26.80%,27,0
03/29/2018,Nate_30s,Video,FY2018_YouTube,170,0,3.91,25.88%,44,0
03/29/2018,Veronica_30s,Video,FY2018_YouTube,51,0,2.84,11.54%,6,0
03/29/2018,Lauren_15s,Video,FY2018_YouTube,"1,163",0,39.14,24.83%,287,0
03/29/2018,Lauren_30s,Video,FY2018_YouTube,131,0,4.94,26.72%,35,0
03/30/2018,Nate_30s,Video,FY2018_YouTube,193,0,8.34,28.50%,56,0
03/30/2018,Veronica_30s,Video,FY2018_YouTube,28,0,0.86,14.29%,4,0
03/30/2018,Lauren_15s,Video,FY2018_YouTube,"1,215",0,35.93,22.41%,271,0
03/30/2018,Lauren_30s,Video,FY2018_YouTube,146,0,5.47,27.40%,40,0
03/31/2018,Nate_30s,Video,FY2018_YouTube,180,0,5.4,26.67%,51,0
03/31/2018,Veronica_30s,Video,FY2018_YouTube,26,0,0.78,14.81%,4,0
03/31/2018,Lauren_15s,Video,FY2018_YouTube,"1,271",0,37.34,23.00%,289,0
03/31/2018,Lauren_30s,Video,FY2018_YouTube,153,0,7.23,28.95%,45,0
04/01/2018,Nate_30s,Video,FY2018_YouTube,146,0,2.71,21.92%,33,0
04/01/2018,Veronica_30s,Video,FY2018_YouTube,31,0,0.52,22.58%,7,0
04/01/2018,Lauren_15s,Video,FY2018_YouTube,"1,220",1,39.07,26.04%,317,0
04/01/2018,Lauren_30s,Video,FY2018_YouTube,142,0,6.99,29.58%,42,0
04/02/2018,Nate_30s,Video,FY2018_YouTube,133,0,5.67,30.83%,41,0
04/02/2018,Veronica_30s,Video,FY2018_YouTube,38,0,1.07,23.68%,9,0
04/02/2018,Lauren_15s,Video,FY2018_YouTube,"1,128",0,37.13,24.73%,279,0
04/02/2018,Lauren_30s,Video,FY2018_YouTube,140,0,6.72,22.14%,32,0
04/03/2018,Nate_30s,Video,FY2018_YouTube,131,0,4.7,30.53%,40,0
04/03/2018,Veronica_30s,Video,FY2018_YouTube,38,0,0.98,21.05%,8,0
04/03/2018,Lauren_15s,Video,FY2018_YouTube,"1,173",0,41.59,27.28%,319,0
04/03/2018,Lauren_30s,Video,FY2018_YouTube,149,0,3.97,26.17%,39,0
04/04/2018,Nate_30s,Video,FY2018_YouTube,173,0,3.46,28.90%,50,0
04/04/2018,Veronica_30s,Video,FY2018_YouTube,38,0,2.3,15.38%,6,0
04/04/2018,Lauren_15s,Video,FY2018_YouTube,"1,460",1,37.75,26.20%,382,0
04/04/2018,Lauren_30s,Video,FY2018_YouTube,168,0,8,33.93%,58,0
04/05/2018,Nate_30s,Video,FY2018_YouTube,196,0,7.92,27.55%,56,0
04/05/2018,Veronica_30s,Video,FY2018_YouTube,68,0,1.39,22.06%,14,0
04/05/2018,Lauren_15s,Video,FY2018_YouTube,"1,465",1,35.77,22.81%,332,0
04/05/2018,Lauren_30s,Video,FY2018_YouTube,160,1,4.98,22.98%,40,0
04/06/2018,Nate_30s,Video,FY2018_YouTube,211,0,7.17,24.76%,51,0
04/06/2018,Veronica_30s,Video,FY2018_YouTube,74,0,1.35,14.86%,11,0
04/06/2018,Lauren_15s,Video,FY2018_YouTube,"1,413",0,36.76,24.63%,346,0
04/06/2018,Lauren_30s,Video,FY2018_YouTube,185,0,5.25,24.32%,46,0
04/07/2018,Nate_30s,Video,FY2018_YouTube,160,1,6.9,25.62%,44,0
04/07/2018,Veronica_30s,Video,FY2018_YouTube,49,0,3.07,16.33%,8,0
04/07/2018,Lauren_15s,Video,FY2018_YouTube,"1,216",1,31.41,24.55%,300,0
04/07/2018,Lauren_30s,Video,FY2018_YouTube,132,0,9.12,27.27%,36,0
04/08/2018,Nate_30s,Video,FY2018_YouTube,161,1,2.77,20.50%,34,0
04/08/2018,Veronica_30s,Video,FY2018_YouTube,43,0,0.37,11.63%,5,0
04/08/2018,Lauren_15s,Video,FY2018_YouTube,"1,475",1,42.2,25.76%,382,0
04/08/2018,Lauren_30s,Video,FY2018_YouTube,171,1,4.54,24.56%,43,0
04/09/2018,Nate_30s,Video,FY2018_YouTube,146,0,2.95,33.56%,49,0
04/09/2018,Veronica_30s,Video,FY2018_YouTube,44,0,0.46,13.64%,6,0
04/09/2018,Lauren_15s,Video,FY2018_YouTube,"1,382",0,41.25,24.02%,331,0
04/09/2018,Lauren_30s,Video,FY2018_YouTube,159,0,5.15,22.64%,36,0
04/10/2018,Nate_30s,Video,FY2018_YouTube,173,1,6.36,28.90%,51,0
04/10/2018,Veronica_30s,Video,FY2018_YouTube,49,0,1.72,24.00%,12,0
04/10/2018,Lauren_15s,Video,FY2018_YouTube,"1,486",0,37.16,23.99%,356,0
04/10/2018,Lauren_30s,Video,FY2018_YouTube,172,0,5.01,23.26%,40,0
04/11/2018,Nate_30s,Video,FY2018_YouTube,152,0,3.59,25.00%,38,0
04/11/2018,Veronica_30s,Video,FY2018_YouTube,56,0,1.56,22.81%,13,0
04/11/2018,Lauren_15s,Video,FY2018_YouTube,"1,427",3,38.09,23.42%,335,0
04/11/2018,Lauren_30s,Video,FY2018_YouTube,181,0,6.97,23.33%,42,0
04/12/2018,Nate_30s,Video,FY2018_YouTube,177,1,6.86,29.38%,52,0
04/12/2018,Veronica_30s,Video,FY2018_YouTube,53,0,0.6,15.38%,8,0
04/12/2018,Lauren_15s,Video,FY2018_YouTube,"1,184",0,37.74,26.20%,309,0
04/12/2018,Lauren_30s,Video,FY2018_YouTube,144,0,3.61,24.31%,34,0
04/13/2018,Nate_30s,Video,FY2018_YouTube,213,0,7.43,23.56%,49,0
04/13/2018,Veronica_30s,Video,FY2018_YouTube,56,0,0.11,7.14%,4,0
04/13/2018,Lauren_15s,Video,FY2018_YouTube,"1,393",0,35.42,20.39%,285,0
04/13/2018,Lauren_30s,Video,FY2018_YouTube,208,0,5.22,20.29%,43,0
04/14/2018,Nate_30s,Video,FY2018_YouTube,183,0,4.81,20.44%,36,0
04/14/2018,Veronica_30s,Video,FY2018_YouTube,28,0,1.31,25.00%,7,0
04/14/2018,Lauren_15s,Video,FY2018_YouTube,"1,359",0,36.68,23.25%,314,0
04/14/2018,Lauren_30s,Video,FY2018_YouTube,195,0,7.99,21.03%,44,0
04/15/2018,Nate_30s,Video,FY2018_YouTube,183,0,6.12,23.89%,44,0
04/15/2018,Veronica_30s,Video,FY2018_YouTube,40,0,0.9,15.00%,6,0
04/15/2018,Lauren_15s,Video,FY2018_YouTube,"1,364",0,37.58,22.27%,305,0
04/15/2018,Lauren_30s,Video,FY2018_YouTube,189,1,5.77,18.28%,35,0
04/16/2018,Nate_30s,Video,FY2018_YouTube,165,1,4.99,23.78%,41,0
04/16/2018,Veronica_30s,Video,FY2018_YouTube,46,0,0.6,6.38%,4,0
04/16/2018,Lauren_15s,Video,FY2018_YouTube,"1,388",0,39.75,22.05%,307,0
04/16/2018,Lauren_30s,Video,FY2018_YouTube,170,0,4.7,25.00%,42,0
04/17/2018,Nate_30s,Video,FY2018_YouTube,135,0,3.02,25.93%,35,0
04/17/2018,Veronica_30s,Video,FY2018_YouTube,50,1,0.92,12.00%,6,0
04/17/2018,Lauren_15s,Video,FY2018_YouTube,"1,414",1,41.42,24.82%,347,0
04/17/2018,Lauren_30s,Video,FY2018_YouTube,170,0,4.08,32.35%,53,0
04/18/2018,Nate_30s,Video,FY2018_YouTube,149,0,3.16,27.03%,39,0
04/18/2018,Veronica_30s,Video,FY2018_YouTube,44,0,1.18,34.09%,15,0
04/18/2018,Lauren_15s,Video,FY2018_YouTube,"1,333",0,38.27,23.11%,306,0
04/18/2018,Lauren_30s,Video,FY2018_YouTube,174,0,6.61,28.90%,50,0
04/19/2018,Nate_30s,Video,FY2018_YouTube,124,0,3.76,31.45%,39,0
04/19/2018,Veronica_30s,Video,FY2018_YouTube,41,0,0.24,11.90%,5,0
04/19/2018,Lauren_15s,Video,FY2018_YouTube,"1,184",3,43.47,21.28%,255,0
04/19/2018,Lauren_30s,Video,FY2018_YouTube,143,0,2.62,17.48%,26,0
04/20/2018,Nate_30s,Video,FY2018_YouTube,147,0,4.25,20.41%,31,0
04/20/2018,Veronica_30s,Video,FY2018_YouTube,49,0,1.49,30.61%,15,0
04/20/2018,Lauren_15s,Video,FY2018_YouTube,"1,273",3,37.6,22.27%,286,0
04/20/2018,Lauren_30s,Video,FY2018_YouTube,181,0,8.67,21.55%,40,0
04/21/2018,Nate_30s,Video,FY2018_YouTube,193,0,5.11,22.28%,43,0
04/21/2018,Veronica_30s,Video,FY2018_YouTube,48,0,1.47,20.83%,10,0
04/21/2018,Lauren_15s,Video,FY2018_YouTube,"1,387",1,35.94,22.97%,319,0
04/21/2018,Lauren_30s,Video,FY2018_YouTube,209,0,8.04,24.40%,51,0
04/22/2018,Nate_30s,Video,FY2018_YouTube,153,1,5.05,27.45%,43,0
04/22/2018,Veronica_30s,Video,FY2018_YouTube,42,0,0.5,11.90%,5,0
04/22/2018,Lauren_15s,Video,FY2018_YouTube,"1,362",0,37.06,21.37%,291,0
04/22/2018,Lauren_30s,Video,FY2018_YouTube,200,0,6.62,23.00%,45,0
04/23/2018,Nate_30s,Video,FY2018_YouTube,196,0,3.96,29.08%,57,0
04/23/2018,Veronica_30s,Video,FY2018_YouTube,38,0,1.03,13.16%,5,0
04/23/2018,Lauren_15s,Video,FY2018_YouTube,"1,359",1,39.27,25.74%,348,0
04/23/2018,Lauren_30s,Video,FY2018_YouTube,181,0,5.81,30.94%,57,0
04/24/2018,Nate_30s,Video,FY2018_YouTube,206,0,5.6,23.30%,47,0
04/24/2018,Veronica_30s,Video,FY2018_YouTube,68,0,2.11,17.65%,12,0
04/24/2018,Lauren_15s,Video,FY2018_YouTube,"1,566",2,38,19.81%,313,0
04/24/2018,Lauren_30s,Video,FY2018_YouTube,201,0,5.08,25.87%,53,0
04/25/2018,Nate_30s,Video,FY2018_YouTube,134,0,2.13,23.31%,31,0
04/25/2018,Veronica_30s,Video,FY2018_YouTube,53,0,2.17,25.00%,13,0
04/25/2018,Lauren_15s,Video,FY2018_YouTube,"1,415",1,38.15,21.06%,293,0
04/25/2018,Lauren_30s,Video,FY2018_YouTube,191,0,8.36,29.84%,56,0
04/26/2018,Nate_30s,Video,FY2018_YouTube,125,0,2.9,27.42%,34,0
04/26/2018,Veronica_30s,Video,FY2018_YouTube,64,0,1.66,21.88%,14,0
04/26/2018,Lauren_15s,Video,FY2018_YouTube,"1,257",0,42.09,24.62%,308,0
04/26/2018,Lauren_30s,Video,FY2018_YouTube,142,0,3.43,32.62%,45,0
04/27/2018,Nate_30s,Video,FY2018_YouTube,186,0,5.38,26.34%,50,0
04/27/2018,Veronica_30s,Video,FY2018_YouTube,66,0,0.92,16.67%,11,0
04/27/2018,Lauren_15s,Video,FY2018_YouTube,"1,505",0,38.14,23.55%,355,0
04/27/2018,Lauren_30s,Video,FY2018_YouTube,193,0,5.26,19.17%,37,0
04/28/2018,Nate_30s,Video,FY2018_YouTube,207,1,3.65,28.64%,58,0
04/28/2018,Veronica_30s,Video,FY2018_YouTube,49,0,4.37,24.49%,12,0
04/28/2018,Lauren_15s,Video,FY2018_YouTube,"1,474",0,36.78,23.21%,339,0
04/28/2018,Lauren_30s,Video,FY2018_YouTube,233,0,5.89,30.90%,69,0
04/29/2018,Nate_30s,Video,FY2018_YouTube,168,0,7.43,29.34%,49,0
04/29/2018,Veronica_30s,Video,FY2018_YouTube,49,0,1.15,18.37%,9,0
04/29/2018,Lauren_15s,Video,FY2018_YouTube,"1,509",1,37.26,24.77%,374,0
04/29/2018,Lauren_30s,Video,FY2018_YouTube,184,0,4.49,30.05%,55,0
04/30/2018,Nate_30s,Video,FY2018_YouTube,217,0,4.36,18.31%,43,0
04/30/2018,Veronica_30s,Video,FY2018_YouTube,83,0,1.51,24.10%,20,0
04/30/2018,Lauren_15s,Video,FY2018_YouTube,"1,518",1,39.44,21.02%,320,0
04/30/2018,Lauren_30s,Video,FY2018_YouTube,208,0,5.45,18.27%,42,0
05/01/2018,Nate_30s,Video,FY2018_YouTube,266,0,4.79,18.42%,50,0
05/01/2018,Veronica_30s,Video,FY2018_YouTube,73,0,2.17,8.22%,6,0
05/01/2018,Lauren_15s,Video,FY2018_YouTube,"1,700",0,37.48,18.89%,323,0
05/01/2018,Lauren_30s,Video,FY2018_YouTube,282,0,6.27,18.09%,50,0
05/02/2018,Nate_30s,Video,FY2018_YouTube,208,0,8.72,18.45%,38,0
05/02/2018,Veronica_30s,Video,FY2018_YouTube,70,0,0.33,11.43%,8,0
05/02/2018,Lauren_15s,Video,FY2018_YouTube,"1,576",0,35.88,19.48%,307,0
05/02/2018,Lauren_30s,Video,FY2018_YouTube,262,0,5.69,14.83%,39,0
05/03/2018,Nate_30s,Video,FY2018_YouTube,120,0,2.53,24.79%,29,0
05/03/2018,Veronica_30s,Video,FY2018_YouTube,62,0,0.35,4.84%,3,0
05/03/2018,Lauren_15s,Video,FY2018_YouTube,"1,693",0,41.21,22.61%,382,0
05/03/2018,Lauren_30s,Video,FY2018_YouTube,239,0,6.48,27.62%,65,0
05/04/2018,Nate_30s,Video,FY2018_YouTube,205,0,6.92,22.93%,47,0
05/04/2018,Veronica_30s,Video,FY2018_YouTube,46,1,0.44,15.22%,8,0
05/04/2018,Lauren_15s,Video,FY2018_YouTube,"1,709",2,36.67,21.99%,376,0
05/04/2018,Lauren_30s,Video,FY2018_YouTube,238,0,6.4,22.27%,53,0
05/05/2018,Nate_30s,Video,FY2018_YouTube,262,0,7.43,29.39%,77,0
05/05/2018,Veronica_30s,Video,FY2018_YouTube,53,0,0.83,1.85%,4,0
05/05/2018,Lauren_15s,Video,FY2018_YouTube,"1,838",0,36.76,21.61%,396,0
05/05/2018,Lauren_30s,Video,FY2018_YouTube,302,0,5.55,23.84%,71,0
05/06/2018,Nate_30s,Video,FY2018_YouTube,208,0,6.73,23.08%,48,0
05/06/2018,Veronica_30s,Video,FY2018_YouTube,39,0,1.05,12.82%,5,0
05/06/2018,Lauren_15s,Video,FY2018_YouTube,"1,419",0,37.95,20.77%,293,0
05/06/2018,Lauren_30s,Video,FY2018_YouTube,240,0,4.77,15.83%,39,0
05/07/2018,Nate_30s,Video,FY2018_YouTube,171,0,5.33,28.07%,48,0
05/07/2018,Veronica_30s,Video,FY2018_YouTube,51,0,0.88,13.73%,7,0
05/07/2018,Lauren_15s,Video,FY2018_YouTube,"1,427",2,39.78,24.74%,353,0
05/07/2018,Lauren_30s,Video,FY2018_YouTube,207,1,4.67,21.74%,46,0
05/08/2018,Nate_30s,Video,FY2018_YouTube,171,0,5.21,32.16%,55,0
05/08/2018,Veronica_30s,Video,FY2018_YouTube,69,0,2.56,21.74%,16,0
05/08/2018,Lauren_15s,Video,FY2018_YouTube,"1,475",0,37.27,24.46%,359,0
05/08/2018,Lauren_30s,Video,FY2018_YouTube,185,0,5.31,27.57%,50,0
05/09/2018,Nate_30s,Video,FY2018_YouTube,122,0,4.39,26.23%,32,0
05/09/2018,Veronica_30s,Video,FY2018_YouTube,36,0,1.83,11.11%,3,0
05/09/2018,Lauren_15s,Video,FY2018_YouTube,"1,235",0,39.85,23.87%,296,0
05/09/2018,Lauren_30s,Video,FY2018_YouTube,151,0,4.64,23.18%,36,0
05/10/2018,Nate_30s,Video,FY2018_YouTube,146,0,3.04,23.45%,32,0
05/10/2018,Veronica_30s,Video,FY2018_YouTube,59,0,3.11,20.34%,12,0
05/10/2018,Lauren_15s,Video,FY2018_YouTube,"1,283",2,37.88,23.09%,295,0
05/10/2018,Lauren_30s,Video,FY2018_YouTube,147,0,6.89,21.09%,32,0
05/11/2018,Nate_30s,Video,FY2018_YouTube,135,0,6.44,29.63%,40,0
05/11/2018,Veronica_30s,Video,FY2018_YouTube,42,0,0.45,16.67%,7,0
05/11/2018,Lauren_15s,Video,FY2018_YouTube,"1,226",0,38.7,24.24%,295,0
05/11/2018,Lauren_30s,Video,FY2018_YouTube,140,0,5.49,30.00%,42,0
05/12/2018,Nate_30s,Video,FY2018_YouTube,180,0,5.28,23.89%,44,0
05/12/2018,Veronica_30s,Video,FY2018_YouTube,42,1,1.33,21.43%,10,0
05/12/2018,Lauren_15s,Video,FY2018_YouTube,"1,475",2,39.47,22.88%,338,0
05/12/2018,Lauren_30s,Video,FY2018_YouTube,192,0,4.43,26.04%,51,0
